sample_id,country,region,latitude,longitude,altitude,sampling_date,nitrogen_total,phosphorus_avail,potassium_exch,pH_water,organic_carbon,sand_percent,silt_percent,clay_percent,bulk_density,cation_exchange_cap,NDVI_mean,NDVI_std,rainfall_annual,landcover_class,crop_type_reported,yield_reported,fertility_score
ETH_2017_0650,Ethiopia,Tigray,-4.922,33.3829,693.0,2017-02-16,2.847,70.52,2.6,7.96,29.35,14.0,19.6,66.5,1.18,39.42,0.469,0.129,768,Cropland,,,48.1
ETH_2018_0651,Ethiopia,SNNPR,2.2449,39.486,2476.0,2018-08-22,2.394,73.23,1.332,7.79,23.39,48.1,47.4,4.4,1.304,17.31,,,620,Cropland,,,38.69
KEN_2017_0652,Kenya,Western,0.476,41.5307,1573.0,2017-01-21,3.63,92.99,1.137,6.84,34.23,49.8,47.2,3.0,1.242,14.5,0.476,0.099,586,Cropland,,,49.54
MAL_2016_0653,Malawi,Central,-7.7506,32.1905,517.0,2016-02-18,3.011,,2.129,6.44,24.75,,,,1.428,20.22,,,825,Cropland,,,41.66
TAN_2020_0654,Tanzania,Mwanza,2.1481,32.2566,1108.0,2020-07-02,3.233,44.19,1.03,7.16,33.79,70.3,20.6,9.1,1.255,,0.296,0.044,691,Bare,,,37.11
RWA_2020_0655,Rwanda,Northern,3.1104,33.4987,988.0,2020-06-24,6.755,101.83,1.202,5.25,63.72,27.2,24.4,48.5,1.266,,0.335,0.12,1095,Cropland,,,69.25
ZAM_2019_0656,Zambia,Copperbelt,-5.8967,38.4618,915.0,2019-07-17,5.056,73.9,1.777,3.8,45.41,22.1,20.7,57.2,1.247,45.5,,,562,Forest,,,52.37
ZAM_2017_0657,Zambia,Eastern,-3.3953,38.088,1864.0,2017-02-27,2.754,138.73,1.604,7.47,36.26,16.5,46.0,37.4,1.237,34.99,0.2,0.016,821,Grassland,,,58.23
KEN_2016_0658,Kenya,Rift Valley,-12.1888,35.488,1775.0,2016-08-01,4.149,36.67,0.789,,36.02,18.5,23.2,58.3,1.223,43.66,0.205,0.239,836,Cropland,,,36.56
ZIM_2021_0659,Zimbabwe,Mashonaland,-14.5424,34.0363,427.0,2021-07-03,2.668,41.82,,6.92,24.53,15.6,21.3,63.1,1.122,39.84,,,595,Cropland,,,39.5
TAN_2022_0660,Tanzania,Kilimanjaro,2.9887,40.6417,809.0,2022-02-27,4.461,68.22,1.472,9.2,41.41,70.2,12.0,17.8,1.333,20.55,,,563,Cropland,,,44.84
ETH_2020_0661,Ethiopia,SNNPR,-10.7252,35.2703,932.0,2020-01-07,,68.35,1.547,5.95,53.49,29.5,32.2,38.3,1.189,42.92,0.528,0.089,609,Forest,,,61.73
UGA_2023_0662,Uganda,Eastern,-13.5937,40.4559,884.0,2023-09-25,1.262,27.47,0.645,7.65,16.15,23.0,38.0,39.0,1.087,22.85,0.178,0.057,1185,Grassland,,,25.18
ETH_2018_0663,Ethiopia,Tigray,-12.0998,32.7272,1788.0,2018-09-04,6.632,70.47,3.219,6.89,60.79,49.5,37.6,12.9,1.168,37.15,,,936,Grassland,,,71.41
ZAM_2023_0664,Zambia,Lusaka,-14.5728,36.542,,2023-11-10,3.498,125.81,1.147,6.95,,,,,1.352,,-0.04,0.146,342,Cropland,,,54.76
TAN_2022_0665,Tanzania,Kilimanjaro,-6.0962,41.4269,420.0,2022-03-26,4.771,93.18,,5.52,54.6,60.6,28.0,11.4,1.132,33.54,,,649,Grassland,,,64.68
MAL_2020_0666,Malawi,Northern,1.5194,33.0894,724.0,2020-05-22,4.641,104.22,2.382,4.78,46.77,66.1,22.6,11.3,1.44,29.1,0.87,0.17,923,Cropland,,,58.29
ZAM_2018_0667,Zambia,Copperbelt,-2.8704,32.6349,276.0,2018-02-10,1.314,66.86,1.52,6.81,29.07,52.5,41.6,6.0,1.282,19.92,0.205,0.051,434,Cropland,,,41.65
ZIM_2022_0668,Zimbabwe,Mashonaland,-12.7327,40.8489,1376.0,2022-08-17,4.036,63.63,,6.91,34.79,40.3,43.4,16.3,1.374,26.79,0.525,0.019,711,Cropland,,,46.61
ZIM_2015_0669,Zimbabwe,Manicaland,-7.6412,31.8005,974.0,2015-02-22,3.976,60.69,1.473,7.94,36.52,51.1,43.4,5.5,1.627,17.89,0.603,0.08,706,Cropland,,,42.25
KEN_2019_0670,Kenya,Western,-14.1879,31.2539,1256.0,2019-09-18,,44.44,1.253,8.93,40.96,27.3,13.2,59.5,1.227,47.55,,,833,Cropland,,,34.18
ZIM_2020_0671,Zimbabwe,Matabeleland,-13.4705,30.2392,889.0,2020-01-28,4.353,73.81,1.051,6.82,42.02,11.6,24.4,64.0,,48.7,0.529,0.168,558,Grassland,,,53.15
MAL_2022_0672,Malawi,Southern,-12.5584,36.7108,,2022-12-03,3.084,35.78,3.87,5.59,30.41,33.5,40.8,25.7,1.129,20.14,0.228,0.086,644,,,,56.29
ETH_2018_0673,Ethiopia,Oromia,1.5835,31.7288,422.0,2018-01-02,4.655,65.63,1.106,6.94,38.1,39.5,39.7,20.8,1.231,24.74,0.652,0.111,1077,Cropland,Tea,1436.0,47.69
MAL_2016_0674,Malawi,Southern,-13.2599,36.781,487.0,2016-01-24,3.763,121.98,1.932,5.96,33.05,16.7,38.6,44.8,1.325,32.66,0.649,0.044,596,Cropland,,,61.37
ZAM_2019_0675,Zambia,Lusaka,2.7898,36.3157,1958.0,2019-11-09,5.196,83.79,2.775,5.24,50.43,,,,1.114,48.42,,,770,Cropland,,,63.98
ZAM_2022_0676,Zambia,Lusaka,-3.7087,40.9357,947.0,2022-04-08,4.923,81.5,1.0,5.0,43.23,14.7,36.6,48.7,1.404,43.62,0.744,0.017,367,,,,47.52
ZAM_2016_0677,Zambia,Lusaka,1.547,41.7872,2945.0,2016-08-18,2.866,117.06,1.935,7.47,29.52,50.5,30.8,18.7,1.351,21.25,0.717,0.04,1048,Grassland,,,51.42
TAN_2015_0678,Tanzania,Kilimanjaro,-2.0938,41.5144,1445.0,2015-09-29,3.294,73.39,1.833,5.92,36.18,25.4,13.3,61.3,1.387,35.96,0.59,0.226,439,Cropland,,,48.87
ZAM_2022_0679,Zambia,Eastern,-8.8592,29.3644,2502.0,2022-09-18,4.354,108.68,2.847,6.4,43.58,,,,0.946,48.7,0.843,0.067,560,Grassland,,,68.9
TAN_2016_0680,Tanzania,Mwanza,4.2389,29.4501,1771.0,2016-07-17,6.185,68.32,1.391,5.07,54.2,19.0,43.4,37.6,1.122,43.64,0.264,0.068,545,Cropland,,,59.63
MAL_2021_0681,Malawi,Southern,-1.9288,35.553,1809.0,2021-08-03,3.839,62.34,1.347,6.83,40.81,13.6,23.4,62.9,1.046,44.21,0.564,0.048,974,Forest,,,46.58
UGA_2021_0682,Uganda,Eastern,-2.7306,32.9834,895.0,2021-06-25,4.36,81.89,1.966,7.94,37.07,48.8,38.5,12.7,1.176,23.74,0.766,0.09,1718,Cropland,,,52.76
TAN_2021_0683,Tanzania,Mwanza,-0.1315,31.622,1332.0,2021-11-05,1.774,55.26,1.772,6.11,28.16,26.8,15.1,58.1,1.05,,0.324,0.276,768,Forest,,,37.75
RWA_2023_0684,Rwanda,Eastern,-3.2128,31.9302,278.0,2023-11-20,5.244,70.93,1.158,5.21,48.73,12.7,33.6,53.7,1.393,44.8,0.561,0.02,1821,Cropland,,,51.68
RWA_2017_0685,Rwanda,Eastern,-4.1792,32.096,1000.0,2017-12-30,2.311,36.25,1.273,6.12,25.84,25.8,35.2,38.9,1.023,28.33,0.362,0.063,1564,Bare,,,30.65
TAN_2016_0686,Tanzania,Arusha,-14.0872,36.8512,1360.0,2016-06-29,1.914,19.85,0.884,6.11,20.19,,,,1.279,38.89,0.187,0.022,938,Cropland,,,32.17
ZAM_2023_0687,Zambia,Eastern,-2.7128,29.714,385.0,2023-05-27,2.494,115.43,1.127,4.33,24.11,68.6,26.0,5.3,1.341,20.67,0.36,0.01,952,Grassland,,,44.11
ETH_2021_0688,Ethiopia,Oromia,-0.235,32.685,1194.0,2021-03-16,4.846,62.02,2.921,8.04,47.59,52.1,28.5,19.4,1.283,29.88,,,1009,Grassland,,,57.99
UGA_2017_0689,Uganda,Eastern,-0.7853,41.0948,1119.0,2017-05-27,3.087,46.67,1.231,8.41,27.33,29.6,1.8,68.6,,45.31,0.87,0.054,1397,Cropland,Maize,3946.0,39.28
RWA_2023_0690,Rwanda,Southern,2.4835,28.7072,433.0,2023-01-17,3.809,34.95,0.886,6.64,37.94,30.8,30.3,38.9,1.211,40.09,0.212,0.118,1054,Grassland,,,40.89
ETH_2023_0691,Ethiopia,Amhara,-14.5077,39.0993,2283.0,2023-07-19,3.871,73.3,2.032,7.26,37.22,24.6,10.8,64.6,1.26,,0.727,0.01,742,Cropland,,,54.42
RWA_2021_0692,Rwanda,Northern,-14.7102,40.3251,786.0,2021-07-18,6.858,99.88,1.819,7.18,56.07,82.8,-0.0,17.2,1.178,38.89,0.46,0.238,1166,Bare,,,72.91
MAL_2015_0693,Malawi,Southern,-12.0513,39.4442,1423.0,2015-01-07,,65.43,3.87,5.38,41.32,,,,1.143,45.82,0.853,0.01,486,Cropland,,,57.06
ZIM_2020_0694,Zimbabwe,Mashonaland,-12.1016,31.6459,737.0,2020-10-28,3.209,125.07,1.279,8.17,27.31,20.8,31.6,47.6,1.119,36.15,,,635,Grassland,,,54.23
UGA_2019_0695,Uganda,Western,4.3336,31.9572,2640.0,2019-08-18,4.815,80.0,2.799,7.74,43.46,,,,,41.75,0.632,0.168,1501,,,,57.98
ETH_2017_0696,Ethiopia,Amhara,-9.7815,39.6241,601.0,2017-09-21,1.23,30.62,1.104,8.08,25.68,72.5,12.4,15.1,,16.0,0.466,0.036,1104,Cropland,,,32.69
ZAM_2023_0697,Zambia,Copperbelt,1.7773,36.3503,467.0,2023-05-16,5.305,99.47,2.186,6.4,47.5,23.5,36.8,39.7,,40.47,0.642,0.26,812,Cropland,,,70.79
RWA_2020_0698,Rwanda,Northern,0.4948,33.5789,1022.0,2020-08-26,4.641,68.82,2.571,7.78,39.75,29.3,14.1,56.5,1.183,,,,1707,,,,50.86
KEN_2020_0699,Kenya,Rift Valley,-10.715,37.3541,1755.0,2020-11-01,4.598,76.79,3.171,4.69,,80.7,4.1,15.2,1.161,22.2,,,697,Grassland,,,57.73
RWA_2023_0700,Rwanda,Western,-8.9524,40.0993,193.0,2023-07-03,,38.37,0.463,6.07,11.35,59.2,34.8,6.0,1.28,7.44,0.066,0.018,1182,Grassland,,,25.5
MAL_2018_0701,Malawi,Southern,-3.9101,41.6868,1565.0,2018-04-05,3.468,61.93,2.578,6.19,40.87,14.9,23.1,62.1,1.146,47.39,0.317,0.226,894,Cropland,,,55.07
TAN_2023_0702,Tanzania,Kilimanjaro,0.3947,29.8145,2075.0,2023-10-02,4.932,82.91,2.268,7.01,,73.1,21.7,5.1,1.414,25.05,0.668,0.014,927,Cropland,,,63.23
UGA_2020_0703,Uganda,Western,-0.2905,37.6514,1481.0,2020-06-18,1.966,40.5,0.929,6.23,17.31,43.6,34.9,21.5,1.128,,0.429,0.085,1594,Cropland,,,32.34
ZIM_2015_0704,Zimbabwe,Manicaland,-6.9799,31.6036,1227.0,2015-02-28,6.27,60.34,1.448,7.72,,23.2,38.2,38.6,,46.77,0.835,0.027,403,Cropland,,,58.15
UGA_2015_0705,Uganda,Western,-14.1861,28.4618,606.0,2015-12-16,4.346,57.63,1.218,4.93,46.88,31.3,43.9,24.9,1.31,35.86,0.172,0.137,1275,Cropland,,,41.01
ETH_2019_0706,Ethiopia,Tigray,3.0488,30.8086,1361.0,2019-10-04,1.005,64.99,0.706,6.89,8.28,23.6,34.8,41.6,1.236,18.32,,,790,Cropland,Coffee,746.0,30.46
ZIM_2015_0707,Zimbabwe,Matabeleland,-14.1009,41.1503,521.0,2015-06-01,2.323,34.94,,6.74,23.95,15.2,39.6,45.3,1.174,31.43,0.431,0.178,660,Cropland,Sorghum,1507.0,40.02
ETH_2023_0708,Ethiopia,Amhara,-7.9086,33.7992,1094.0,2023-10-01,4.937,82.47,1.815,5.36,42.77,72.6,10.2,17.2,1.479,28.8,0.728,0.066,959,Cropland,,,58.3
UGA_2021_0709,Uganda,Western,-14.2162,29.3814,896.0,2021-02-23,1.813,57.71,1.234,6.39,26.36,11.0,35.1,53.9,1.204,31.1,,,1670,Cropland,Millet,1473.0,42.33
ETH_2015_0710,Ethiopia,Amhara,-1.4492,35.88,1277.0,2015-08-24,3.277,55.45,1.319,7.04,31.28,12.1,39.4,48.5,1.313,34.46,0.665,0.131,786,Cropland,Sorghum,2436.0,43.42
ETH_2017_0711,Ethiopia,Oromia,-11.6572,40.8288,2076.0,2017-05-09,2.993,,1.311,7.3,29.67,15.1,31.4,53.4,1.125,35.22,0.217,0.077,937,Cropland,Beans,1942.0,39.94
RWA_2021_0712,Rwanda,Western,-13.406,37.9195,3344.0,2021-08-19,0.675,92.56,0.965,6.35,13.58,18.1,12.2,69.7,1.25,36.73,0.12,0.024,1321,Cropland,,,41.0
MAL_2021_0713,Malawi,Northern,-12.6138,30.3087,1470.0,2021-12-11,3.239,82.81,1.666,6.94,32.34,82.3,-1.2,18.9,1.345,19.55,0.324,0.029,770,Cropland,,,48.65
ETH_2016_0714,Ethiopia,Oromia,-0.9842,28.8436,1207.0,2016-07-02,1.802,37.22,2.723,5.93,25.03,,,,1.192,37.29,0.199,0.063,939,Cropland,Tea,1460.0,39.47
ETH_2022_0715,Ethiopia,SNNPR,-5.5355,39.0791,1067.0,2022-07-15,5.553,97.43,2.69,6.51,51.59,69.1,14.3,16.6,1.235,36.1,0.445,0.017,767,Grassland,,,73.53
KEN_2017_0716,Kenya,Eastern,-4.1424,41.2511,1021.0,2017-10-01,4.452,102.82,3.509,6.83,39.75,28.6,28.9,42.4,1.084,39.43,0.768,0.039,1179,Cropland,,,70.53
ZAM_2019_0717,Zambia,Eastern,-6.1391,39.2993,1055.0,2019-11-21,5.122,96.83,1.715,7.76,46.44,18.2,21.8,59.9,1.334,,0.648,0.097,545,Cropland,,,55.84
MAL_2023_0718,Malawi,Northern,-13.7046,36.9169,1411.0,2023-10-12,,65.34,2.151,7.39,66.03,27.5,26.1,46.5,1.514,48.7,0.547,0.075,522,Cropland,,,65.08
KEN_2021_0719,Kenya,Nyanza,-13.2328,36.0217,784.0,2021-10-03,4.103,90.18,1.401,6.98,,,,,1.046,37.88,0.522,0.079,1209,Bare,,,52.55
RWA_2020_0720,Rwanda,Southern,-7.2344,30.2224,2581.0,2020-04-18,3.405,110.02,1.407,6.78,30.35,77.3,14.0,8.7,1.378,18.27,0.203,0.081,1588,Forest,,,56.87
TAN_2017_0721,Tanzania,Mwanza,-1.7211,38.2173,501.0,2017-04-24,2.562,40.94,0.621,8.28,26.02,11.7,36.6,51.7,1.215,29.51,0.29,0.013,693,Grassland,,,24.84
UGA_2017_0722,Uganda,Central,-2.6151,31.3565,505.0,2017-12-10,3.303,72.51,1.671,6.51,31.23,24.2,40.4,35.4,1.399,32.0,0.308,0.029,1545,Forest,,,49.59
ZIM_2023_0723,Zimbabwe,Manicaland,3.9515,35.1133,1524.0,2023-02-07,1.839,57.32,1.086,5.65,22.18,35.4,38.1,26.5,1.106,21.19,0.636,0.088,441,Grassland,,,34.4
RWA_2018_0724,Rwanda,Northern,-1.4737,38.3804,704.0,2018-10-25,5.336,106.04,3.167,6.93,48.23,63.8,21.5,14.8,1.256,34.41,0.838,0.08,1470,Bare,,,73.38
MAL_2018_0725,Malawi,Northern,-1.753,36.5434,1258.0,2018-02-21,6.08,113.41,3.87,7.33,52.38,39.1,49.4,11.5,1.309,30.27,0.572,0.023,880,Cropland,,,74.75
UGA_2022_0726,Uganda,Eastern,-5.2849,32.6864,1465.0,2022-08-19,2.712,36.12,0.824,7.17,23.39,44.6,37.2,18.2,,16.91,0.441,0.045,1345,Cropland,Tea,1079.0,31.94
TAN_2020_0727,Tanzania,Arusha,-4.791,41.0548,800.0,2020-08-07,4.108,83.42,1.721,7.07,37.38,27.4,5.7,67.0,,46.84,0.745,0.095,647,Cropland,,,49.63
UGA_2021_0728,Uganda,Western,-11.5257,28.8874,267.0,2021-05-22,1.225,57.42,0.925,5.43,17.1,49.8,32.0,18.2,1.256,19.15,0.116,0.01,1829,Cropland,Coffee,1850.0,32.38
ZIM_2022_0729,Zimbabwe,Matabeleland,-6.3016,33.901,1092.0,2022-07-03,2.668,45.6,,7.76,,39.1,41.3,19.6,1.244,24.81,0.666,0.1,548,Cropland,,,41.28
ETH_2016_0730,Ethiopia,Amhara,-9.1656,40.7307,1440.0,2016-05-23,3.52,55.54,0.897,7.4,30.69,19.6,44.3,36.0,1.213,29.13,,,462,Forest,,,44.33
UGA_2016_0731,Uganda,Eastern,-9.2574,41.7582,,2016-02-08,2.284,70.37,2.488,8.39,21.46,84.2,1.7,14.1,1.273,13.32,,,1758,,,,42.31
KEN_2021_0732,Kenya,Nyanza,-3.5112,39.8049,,2021-10-30,2.482,50.54,1.096,6.06,24.25,17.1,43.0,40.0,1.254,29.45,0.46,0.119,1303,Forest,,,38.73
RWA_2017_0733,Rwanda,Western,-1.8134,38.021,1429.0,2017-07-07,,66.61,1.75,5.77,,69.3,11.4,19.3,0.993,22.51,0.495,0.022,965,Cropland,,,46.52
RWA_2022_0734,Rwanda,Southern,-0.1776,30.9004,908.0,2022-09-14,5.039,62.27,1.685,5.89,51.89,14.8,33.8,51.4,1.193,48.7,,,1624,Cropland,Coffee,2202.0,56.57
KEN_2017_0735,Kenya,Rift Valley,-4.1205,30.0944,682.0,2017-09-21,5.077,,,6.77,46.1,23.9,16.8,59.3,1.178,45.71,0.723,0.024,1087,Cropland,,,62.28
TAN_2022_0736,Tanzania,Mwanza,-13.5105,35.0975,659.0,2022-07-03,5.853,87.82,1.945,,49.19,78.1,10.5,11.3,1.316,30.24,,,699,,,,65.98
ZIM_2016_0737,Zimbabwe,Mashonaland,-4.9103,34.2604,1249.0,2016-05-15,3.615,79.43,1.697,5.78,33.16,32.7,41.6,25.7,1.085,,0.788,0.058,473,Cropland,,,47.51
UGA_2021_0738,Uganda,Eastern,-3.8863,41.2104,522.0,2021-08-29,1.123,19.22,1.139,8.09,13.73,75.3,8.8,15.9,1.196,,0.138,0.026,1275,Forest,,,22.4
KEN_2016_0739,Kenya,Central,4.4065,39.1278,741.0,2016-12-26,,30.5,0.8,9.2,41.68,23.1,37.3,39.6,1.396,31.44,,,1085,Cropland,,,29.98
RWA_2023_0740,Rwanda,Eastern,4.8738,33.114,1190.0,2023-10-19,5.085,57.63,1.817,6.61,41.42,26.0,35.9,38.0,1.312,,0.738,0.038,1384,Cropland,,,58.55
ZAM_2016_0741,Zambia,Copperbelt,2.3196,37.1436,1155.0,2016-09-21,,71.07,1.685,4.47,25.51,43.3,37.2,19.5,1.118,20.42,0.42,0.057,604,Cropland,,,41.58
UGA_2020_0742,Uganda,Northern,2.0677,29.0653,347.0,2020-06-25,3.406,50.49,2.828,6.33,30.09,80.8,12.4,6.8,1.507,,0.373,0.056,1299,,,,51.13
KEN_2017_0743,Kenya,Nyanza,-12.1574,40.0712,809.0,2017-08-14,3.592,,2.413,6.05,37.11,15.3,20.2,64.5,1.049,39.66,0.322,0.056,663,Cropland,,,51.4
RWA_2017_0744,Rwanda,Southern,-9.9413,33.3661,1002.0,2017-04-06,2.538,84.64,1.607,6.27,21.84,26.9,4.8,68.3,1.054,37.95,0.282,0.037,1320,,Sorghum,2424.0,44.97
UGA_2020_0745,Uganda,Northern,-9.549,40.7752,502.0,2020-02-28,5.232,71.1,1.847,7.72,48.03,66.7,17.3,16.0,1.394,26.6,0.751,0.061,1546,Grassland,,,53.62
ZIM_2017_0746,Zimbabwe,Mashonaland,-6.2248,33.703,1372.0,2017-11-28,0.834,43.76,0.514,7.61,11.76,61.2,21.4,17.4,,16.78,0.122,0.184,701,Cropland,,,21.44
KEN_2017_0747,Kenya,Rift Valley,-1.6463,40.5223,1436.0,2017-03-10,3.055,34.53,1.658,6.6,28.85,12.0,34.6,53.5,0.996,34.15,0.194,0.31,1231,Cropland,,,43.78
TAN_2017_0748,Tanzania,Mara,4.2867,40.5136,752.0,2017-05-13,4.822,148.49,2.79,6.6,44.81,28.7,16.3,55.0,,41.19,0.597,0.01,478,Cropland,,,75.92
ZAM_2015_0749,Zambia,Eastern,-1.2238,29.1034,1966.0,2015-12-05,4.376,66.89,1.663,5.74,36.03,41.4,37.1,21.6,1.431,32.84,0.371,0.019,586,Bare,,,45.81
UGA_2022_0750,Uganda,Northern,-0.2675,40.3215,994.0,2022-09-04,3.446,102.98,2.049,5.35,35.0,20.4,15.9,63.7,,47.3,0.428,0.01,1761,Cropland,,,55.69
ZAM_2017_0751,Zambia,Eastern,4.0587,40.7811,1523.0,2017-10-26,3.834,85.71,2.815,7.16,34.39,17.8,24.2,58.0,1.241,43.61,0.529,0.121,1102,Cropland,,,59.28
RWA_2020_0752,Rwanda,Southern,-1.6821,30.3972,1086.0,2020-08-20,1.777,18.53,1.022,5.1,16.84,17.6,22.9,59.5,0.994,29.06,0.426,0.095,1534,Cropland,,,25.93
UGA_2021_0753,Uganda,Northern,-14.2715,28.8082,938.0,2021-03-09,3.572,70.11,1.433,6.7,32.3,,,,1.374,18.8,0.452,0.012,1169,Cropland,,,54.19
ZAM_2016_0754,Zambia,Lusaka,-1.0348,39.9774,518.0,2016-03-31,7.626,53.52,1.767,9.18,67.8,61.8,20.9,17.2,1.282,39.48,,,749,Forest,,,54.92
KEN_2023_0755,Kenya,Nyanza,-7.169,34.484,931.0,2023-03-02,3.327,98.34,1.745,4.91,30.77,67.8,20.3,11.8,1.275,22.89,,,950,Cropland,,,49.95
TAN_2021_0756,Tanzania,Mara,-1.5595,29.2635,1726.0,2021-09-25,2.926,63.58,1.973,7.91,29.46,61.1,33.5,5.5,1.485,21.46,0.398,0.084,686,Cropland,Maize,4596.0,43.6
ZAM_2022_0757,Zambia,Lusaka,-10.7088,28.8011,1032.0,2022-07-15,2.103,100.94,2.266,6.89,22.15,40.6,41.1,18.3,1.165,17.8,0.402,0.093,1055,Cropland,,,54.06
ETH_2017_0758,Ethiopia,Tigray,-5.091,31.5827,556.0,2017-05-11,3.355,80.6,1.507,5.02,33.11,57.4,23.9,18.7,1.327,21.15,0.608,0.047,1391,Grassland,,,46.8
ETH_2023_0759,Ethiopia,SNNPR,2.4056,41.2191,711.0,2023-07-29,5.906,63.7,1.858,9.2,48.32,30.6,43.8,25.6,1.278,,0.451,0.036,1378,Cropland,,,47.92
KEN_2023_0760,Kenya,Nyanza,-3.7767,38.9529,1489.0,2023-03-02,5.212,64.51,1.442,4.54,47.65,15.7,19.8,64.4,1.185,48.7,0.859,0.034,703,Cropland,,,46.73
UGA_2021_0761,Uganda,Eastern,0.7188,36.1624,526.0,2021-07-05,5.233,64.46,1.301,6.05,44.02,75.5,15.9,8.6,1.313,29.21,0.756,0.029,1559,Cropland,Tea,2798.0,57.28
RWA_2020_0762,Rwanda,Western,-12.7815,37.7888,664.0,2020-11-09,2.153,47.25,1.764,4.26,30.06,,,,1.2,21.82,0.258,0.114,1217,Wetland,,,41.1
ZAM_2021_0763,Zambia,Lusaka,4.1463,40.9945,696.0,2021-10-10,5.149,102.23,2.047,6.51,42.67,15.7,24.9,59.5,1.359,44.2,0.619,0.031,963,,Coffee,2465.0,62.21
ZIM_2019_0764,Zimbabwe,Matabeleland,3.2992,29.9242,577.0,2019-10-23,3.613,68.34,2.515,6.11,34.23,37.5,40.6,21.9,1.396,,,,802,Grassland,,,56.81
ZAM_2017_0765,Zambia,Eastern,0.4083,30.3725,1373.0,2017-12-04,6.822,135.22,2.586,8.1,67.8,55.2,29.8,15.0,1.278,35.1,0.87,0.033,438,Grassland,,,76.23
ZIM_2017_0766,Zimbabwe,Manicaland,-2.2651,29.4156,3282.0,2017-02-21,5.496,76.72,2.411,6.83,46.14,28.5,21.7,49.8,,39.85,,,1022,Cropland,,,60.38
MAL_2015_0767,Malawi,Southern,3.5558,29.7318,426.0,2015-03-24,5.461,156.3,1.956,5.63,60.59,,,,1.3,30.92,0.87,0.086,629,Bare,,,78.37
KEN_2017_0768,Kenya,Western,3.8701,33.1466,451.0,2017-08-30,4.77,60.06,,7.04,40.72,28.0,2.7,69.3,1.308,48.63,0.612,0.026,974,Cropland,,,57.18
ETH_2018_0769,Ethiopia,SNNPR,-8.9978,37.0138,1140.0,2018-07-09,3.198,45.26,2.481,6.03,28.58,52.3,34.4,13.4,1.409,20.56,0.42,0.038,901,Cropland,Millet,2366.0,48.36
ZAM_2023_0770,Zambia,Eastern,1.7937,30.0815,486.0,2023-05-27,5.244,117.11,2.201,7.92,46.7,28.9,24.4,46.7,1.243,37.56,0.788,0.01,438,Bare,,,64.07
KEN_2022_0771,Kenya,Rift Valley,-10.7235,37.3382,1556.0,2022-08-13,2.413,51.2,1.985,4.61,20.2,73.1,16.9,10.0,1.202,18.77,0.382,0.259,646,Cropland,Tea,1319.0,32.95
UGA_2023_0772,Uganda,Central,4.2337,36.9196,2280.0,2023-09-22,3.661,83.05,2.056,,36.57,24.0,13.6,62.4,,,0.591,0.01,1595,Cropland,Cassava,6800.0,52.77
KEN_2018_0773,Kenya,Central,-4.458,32.6019,1632.0,2018-12-02,4.369,85.58,3.084,8.73,49.22,,,,1.469,28.66,0.539,0.223,633,Bare,,,59.2
ETH_2021_0774,Ethiopia,SNNPR,-2.4491,40.8244,3168.0,2021-06-30,4.115,61.18,2.282,7.65,37.09,12.7,20.4,66.9,1.307,48.18,0.766,0.065,957,Cropland,,,50.08
UGA_2016_0775,Uganda,Central,3.0568,30.2873,1010.0,2016-02-16,8.45,66.79,2.457,5.73,67.8,15.6,28.0,56.4,1.003,48.7,0.284,0.036,744,Cropland,Coffee,1846.0,75.6
MAL_2018_0776,Malawi,Central,4.7168,29.9305,584.0,2018-11-07,4.031,36.48,1.119,5.61,37.39,20.8,12.5,66.7,1.132,41.62,0.271,0.021,539,Cropland,,,42.93
ZAM_2015_0777,Zambia,Eastern,-9.469,36.8214,2629.0,2015-05-14,4.56,65.76,1.447,8.37,40.35,28.4,17.2,54.4,1.159,38.35,0.3,0.105,650,Cropland,,,50.55
ETH_2023_0778,Ethiopia,Oromia,0.6173,30.7729,1186.0,2023-05-31,2.39,68.03,1.16,6.52,30.06,,,,1.313,23.01,,,1119,Bare,,,45.76
RWA_2022_0779,Rwanda,Eastern,0.8697,40.8468,820.0,2022-07-13,2.558,87.8,1.001,5.83,26.55,,,,1.098,36.13,,,1008,Cropland,,,48.3
UGA_2022_0780,Uganda,Eastern,-9.8656,31.5905,1322.0,2022-12-15,5.219,70.19,2.851,8.07,46.25,64.1,30.1,5.8,1.441,27.78,0.683,0.069,1466,Forest,,,58.78
KEN_2016_0781,Kenya,Eastern,3.3894,34.2461,1027.0,2016-05-12,3.726,58.41,2.278,6.3,39.14,63.6,26.7,9.7,1.446,23.98,0.385,0.203,1448,Cropland,Beans,1943.0,54.83
UGA_2021_0782,Uganda,Eastern,-5.4768,40.8741,654.0,2021-06-30,5.899,77.49,1.182,5.25,53.25,21.9,22.0,56.1,1.205,48.7,0.587,0.07,1285,Cropland,Tea,2214.0,57.82
UGA_2016_0783,Uganda,Eastern,-13.2456,39.9655,335.0,2016-07-23,,89.38,1.448,5.88,39.06,,,,1.093,36.96,0.544,0.079,1643,Grassland,,,56.48
MAL_2023_0784,Malawi,Northern,-5.3262,36.1222,211.0,2023-04-02,3.254,121.25,2.532,6.13,32.29,76.8,3.3,19.8,1.357,22.59,,,662,Cropland,,,61.97
UGA_2017_0785,Uganda,Eastern,-6.8016,36.2647,1649.0,2017-12-16,4.149,62.73,1.055,5.24,34.33,12.8,18.8,68.4,1.036,42.46,0.447,0.04,1385,Cropland,,,43.27
